Output File,Cost J,Overshoot,Settling Time (s),Steady-State Error
kp13.0_kd15.0_ki4.8.csv,9.261573,0.006199999999999983,3.04,0.0025399999999999867
kp7.0_kd9.0_ki4.4.csv,9.308295359999999,0.005560000000000009,3.05,0.0010399999999999299
kp7.0_kd11.0_ki4.4.csv,9.41777909,0.028469999999999995,3.05,0.0037000000000000366
kp13.0_kd13.0_ki4.8.csv,9.428261199399998,-0.0011370000000000546,3.07,0.0011370000000000546
kp15.0_kd9.0_ki6.0.csv,9.4690548666,-0.004121000000000041,3.07,0.004121000000000041
kp15.0_kd15.0_ki4.8.csv,9.677957802599998,-0.0015009999999999746,3.11,0.0015009999999999746
kp9.0_kd11.0_ki4.4.csv,9.92789226,0.003509999999999902,3.15,0.0012900000000000134
kp9.0_kd5.0_ki6.0.csv,9.990352550400003,-0.0013520000000000199,3.16,0.0013520000000000199
kp9.0_kd13.0_ki4.4.csv,10.033677609999998,0.02055999999999991,3.15,0.005249999999999977
kp5.0_kd9.0_ki4.0.csv,10.327860890000002,0.02682999999999991,3.2,0.0025200000000000777
kp11.0_kd13.0_ki4.4.csv,10.500544660000003,0.0017100000000001003,3.24,0.0010300000000000864
kp11.0_kd7.0_ki5.6.csv,10.516399874600003,-0.0026890000000000525,3.24,0.0026890000000000525
kp11.0_kd15.0_ki4.4.csv,10.597654689999999,0.014620000000000077,3.24,0.005609999999999893
kp15.0_kd13.0_ki4.8.csv,10.6270328424,-0.004982000000000042,3.25,0.004982000000000042
kp15.0_kd11.0_ki5.2.csv,10.641064223399999,-0.005496999999999974,3.25,0.005496999999999974
kp9.0_kd15.0_ki4.4.csv,10.78980996,0.038859999999999895,3.22,0.010399999999999965
kp5.0_kd7.0_ki4.0.csv,10.890535239999998,0.0013199999999999878,3.3,0.00038000000000004697
kp13.0_kd11.0_ki4.8.csv,11.0730568296,-0.004414000000000029,3.32,0.004414000000000029
kp7.0_kd5.0_ki5.2.csv,11.092428785000001,-0.0011649999999999716,3.33,0.0011649999999999716
kp13.0_kd15.0_ki4.4.csv,11.15579009,0.000280000000000058,3.34,0.00026999999999999247
kp7.0_kd11.0_ki4.0.csv,11.36178386,0.016310000000000047,3.36,0.004269999999999996
kp9.0_kd9.0_ki4.4.csv,11.435146031399999,-0.0020329999999999515,3.38,0.0020329999999999515
kp7.0_kd7.0_ki4.4.csv,11.564668559999998,-0.0013400000000000079,3.4,0.0013400000000000079
kp11.0_kd11.0_ki4.4.csv,11.649441385000001,-0.0028650000000000064,3.41,0.0028650000000000064
kp11.0_kd9.0_ki4.8.csv,11.8012483146,-0.003739000000000048,3.43,0.003739000000000048
kp5.0_kd5.0_ki4.4.csv,11.8351335424,-0.0007679999999999909,3.44,0.0007679999999999909
kp13.0_kd7.0_ki6.0.csv,12.00894666,-0.00378999999999996,3.46,0.00378999999999996
kp7.0_kd13.0_ki4.0.csv,12.012867890000004,0.03757999999999995,3.41,0.009870000000000045
kp7.0_kd9.0_ki4.0.csv,12.040975490000001,0.000180000000000069,3.47,0.00017000000000000348
kp13.0_kd13.0_ki4.4.csv,12.080142385000002,-0.0038850000000000273,3.47,0.0038850000000000273
kp9.0_kd13.0_ki4.0.csv,12.166777960000003,0.00985999999999998,3.48,0.0043200000000001015
kp15.0_kd15.0_ki4.4.csv,12.16856954,-0.004730000000000012,3.48,0.004730000000000012
kp13.0_kd9.0_ki5.2.csv,12.244918127400002,-0.004993000000000025,3.49,0.004993000000000025
kp9.0_kd5.0_ki5.6.csv,12.402688317600001,-0.0021740000000000093,3.52,0.0021740000000000093
kp9.0_kd15.0_ki4.0.csv,12.59395841,0.026040000000000063,3.5,0.01051000000000002
kp15.0_kd9.0_ki5.6.csv,12.623028740000002,-0.005929999999999991,3.54,0.005929999999999991
kp9.0_kd7.0_ki4.8.csv,12.624140385,-0.0028850000000000264,3.55,0.0028850000000000264
kp9.0_kd11.0_ki4.0.csv,12.8174188776,-0.0006260000000000154,3.58,0.0006260000000000154
kp11.0_kd15.0_ki4.0.csv,12.847076839999998,0.005279999999999951,3.58,0.0033399999999998986
